,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg
6427,frz nvl  klondike slim-a-bear fudg br 98 ft fr no sgr added,124.0,4.31,1.0,1.88,30.07,6.0,7.1,138.0,0.71,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6428,ice creams breyers all nat lt vanilla,162.0,4.84,2.86,4.59,25.3,0.2,22.78,169.0,0.06,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6429,ice creams breyers all nat lt french vanilla,173.0,4.82,3.22,5.56,26.03,0.2,21.11,155.0,0.21,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430,ice creams breyers 98 fat free vanilla,137.0,3.3,1.41,2.2,30.51,5.4,20.93,122.0,0.09,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6431,ice creams breyers all nat lt vanilla choc strawberry,161.0,4.69,2.7,4.35,26.06,0.4,22.47,158.0,0.31,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6432,ice creams breyers all nat lt mint choc chip,196.0,4.69,4.48,7.09,28.39,0.6,25.38,160.0,0.52,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6434,ice creams breyers no sugar added french vanilla,154.0,4.5,4.17,7.05,20.75,0.5,7.7,151.0,0.19,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,ice creams breyers no sugar added vanilla,143.0,3.68,3.9,6.2,21.92,0.5,6.09,133.0,0.09,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6436,ice creams breyers no sugar added vanilla fudge twirl,153.0,3.53,3.57,5.68,25.63,0.8,5.49,121.0,0.36,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6437,ice creams breyers no sugar added vanilla choc strawberry,143.0,3.71,3.94,6.26,21.7,0.7,6.15,132.0,0.27,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6440,frozen novl klondike slim-a-bear no sgr added stickless bar,242.0,5.2,10.4,13.0,25.98,3.9,8.64,289.0,0.41,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6441,frozen novelties no sugar added creamsicle pops,72.0,3.69,0.47,0.61,12.88,3.6,2.75,137.0,0.28,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6442,frozen novelties sugar free creamsicle pops,49.0,1.37,2.0,2.33,11.95,7.5,0.43,23.0,0.03,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6443,ice creams breyers all nat lt french choc,201.0,5.3,4.28,7.28,29.68,1.0,24.04,158.0,0.85,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6444,ice creams breyers 98 fat free choc,136.0,3.89,1.38,2.17,30.18,5.8,20.29,126.0,0.84,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6445,ice creams breyers no sugar added choc caramel,151.0,3.54,3.65,5.8,25.17,1.0,5.81,121.0,0.59,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6454,sweeteners for baking brown contains sugar  sucralose,388.0,0.0,0.0,0.0,97.11,0.0,45.66,63.0,1.64,10.0,2.0,130.0,11.0,0.08,0.083,0.066,0.0,0.0,0.015,0.015,0.08,0.04,0.0,0.0,0.0,0.0,0.0
6455,sweeteners for baking contains sugar  sucralose,398.0,0.0,0.0,0.0,99.53,0.0,47.05,1.0,0.06,0.0,0.0,2.0,2.0,0.01,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6456,sugar turbinado,399.0,0.0,0.0,0.0,99.8,0.0,99.19,12.0,0.37,2.0,1.0,29.0,3.0,0.03,0.009,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6460,sweetener  syrup  agave,310.0,0.09,0.0,0.45,76.37,0.2,68.03,1.0,0.09,1.0,1.0,4.0,4.0,0.01,0.009,0.005,1.7,17.0,0.122,0.165,0.6890000000000001,0.2339999999999999,30.0,0.0,8.0,0.98,0.0
6465,sweetener herbal extract pdr from stevia leaf,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6466,candies fruit snacks w hi vit c,352.0,0.08,0.0,0.0,87.97,0.0,68.18,0.0,0.0,1.0,3.0,8.0,23.0,0.19,0.015,0.0139999999999999,1.1,136.4,0.025,0.008,0.008,0.001,1.0,0.0,0.0,0.0,0.0
6467,jams preserves marmalades swtnd w fruit juc,212.0,0.0,0.0,0.0,52.93,0.9,42.0,11.0,0.34,5.0,6.0,65.0,0.0,0.2,0.031,0.158,0.8,18.1,0.0279999999999999,0.022,0.203,0.012,7.0,0.0,1.0,0.13,0.0
6473,amaranth grain ckd,102.0,3.8,0.0,1.58,18.69,2.1,0.0,47.0,2.1,65.0,148.0,135.0,6.0,0.86,0.149,0.8540000000000001,5.5,0.0,0.015,0.022,0.235,0.113,22.0,0.0,0.0,0.19,0.0
6474,arrowroot flour,357.0,0.3,0.019,0.1,88.15,3.4,0.0,40.0,0.33,3.0,5.0,11.0,2.0,0.07,0.04,0.47,0.0,0.0,0.001,0.0,0.0,0.005,7.0,0.0,0.0,0.0,0.0
6477,barley pearled cooked,123.0,2.26,0.093,0.44,28.22,3.8,0.28,11.0,1.33,22.0,54.0,93.0,3.0,0.82,0.105,0.259,8.6,0.0,0.083,0.062,2.063,0.115,16.0,0.0,0.0,0.01,0.0
6480,buckwheat groats rstd ckd,92.0,3.38,0.134,0.62,19.94,2.7,0.9,7.0,0.8,51.0,70.0,88.0,4.0,0.61,0.146,0.4029999999999999,2.2,0.0,0.04,0.039,0.94,0.077,14.0,0.0,0.0,0.09,0.0
6483,bulgur cooked,83.0,3.08,0.042,0.24,18.58,4.5,0.1,10.0,0.96,32.0,40.0,68.0,5.0,0.57,0.075,0.609,0.6,0.0,0.057,0.0279999999999999,1.0,0.083,18.0,0.0,0.0,0.01,0.0
6485,corn bran crude,224.0,8.36,0.13,0.92,85.64,79.0,0.0,42.0,2.79,64.0,72.0,44.0,7.0,1.56,0.248,0.14,16.5,0.0,0.01,0.1,2.735,0.152,4.0,0.0,4.0,0.42,0.0
6488,corn flr yel degermed unenr,375.0,5.59,0.171,1.39,82.75,1.9,0.64,2.0,0.91,18.0,60.0,90.0,1.0,0.37,0.142,0.0559999999999999,8.0,0.0,0.074,0.0579999999999999,2.656,0.0969999999999999,48.0,0.0,11.0,0.15,0.0
6491,cornmeal degermed enr yel,370.0,7.11,0.22,1.75,79.45,3.9,1.61,3.0,4.36,32.0,99.0,142.0,7.0,0.66,0.076,0.174,10.5,0.0,0.551,0.382,4.968,0.182,30.0,0.0,11.0,0.12,0.0
6495,cornstarch,381.0,0.26,0.009,0.05,91.27,0.9,0.0,2.0,0.47,3.0,13.0,3.0,9.0,0.06,0.05,0.053,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6497,couscous cooked,112.0,3.79,0.0289999999999999,0.16,23.22,1.4,0.1,8.0,0.38,8.0,22.0,58.0,5.0,0.26,0.0409999999999999,0.084,27.5,0.0,0.063,0.027,0.983,0.051,15.0,0.0,0.0,0.13,0.0
6500,millet cooked,119.0,3.51,0.172,1.0,23.67,1.3,0.13,3.0,0.63,44.0,100.0,62.0,2.0,0.91,0.161,0.272,0.9,0.0,0.106,0.0819999999999999,1.33,0.108,19.0,0.0,0.0,0.02,0.0
6502,oat bran cooked,40.0,3.21,0.163,0.86,11.44,2.6,0.0,10.0,0.88,40.0,119.0,92.0,1.0,0.53,0.066,0.964,7.7,0.0,0.16,0.034,0.144,0.025,6.0,0.0,0.0,0.0,0.0
6505,rice brown long-grain ckd,123.0,2.74,0.26,0.97,25.58,1.6,0.24,3.0,0.56,39.0,103.0,86.0,4.0,0.71,0.106,0.974,5.8,0.0,0.178,0.069,2.5610000000000004,0.123,9.0,0.0,0.0,0.17,0.0
6508,rice brown medium-grain ckd,112.0,2.32,0.165,0.83,23.51,1.8,0.0,10.0,0.53,44.0,77.0,79.0,1.0,0.62,0.081,1.097,0.0,0.0,0.102,0.012,1.33,0.149,4.0,0.0,0.0,0.0,0.0
6510,rice white long-grain reg raw enr,365.0,7.13,0.18,0.66,79.95,1.3,0.12,28.0,4.31,25.0,115.0,115.0,5.0,1.09,0.22,1.088,15.1,0.0,0.5760000000000001,0.049,4.192,0.1639999999999999,8.0,0.0,0.0,0.11,0.0
6511,rice white long-grain reg enr ckd,130.0,2.69,0.077,0.28,28.17,0.4,0.05,10.0,1.2,12.0,43.0,35.0,1.0,0.49,0.069,0.472,7.5,0.0,0.163,0.013,1.476,0.093,3.0,0.0,0.0,0.04,0.0
6513,rice white long-grain parbld enr ckd,123.0,2.91,0.074,0.37,26.05,0.9,0.11,19.0,1.81,9.0,55.0,56.0,2.0,0.37,0.07,0.354,9.3,0.0,0.212,0.019,2.309,0.156,3.0,0.0,0.0,0.01,0.0
6514,rice white long-grain preckd or inst enr dry,380.0,7.82,0.152,0.94,82.32,1.9,0.05,22.0,6.3,14.0,118.0,27.0,10.0,1.43,0.177,0.985,37.2,0.0,0.926,0.0279999999999999,7.005,0.122,2.0,0.0,0.0,0.04,0.0
6515,rice white long-grain preckd or inst enr prep,124.0,2.18,0.017,0.5,26.76,0.6,0.0,8.0,1.77,5.0,37.0,9.0,4.0,0.49,0.037,0.3429999999999999,4.8,0.0,0.075,0.008,1.737,0.05,1.0,0.0,0.0,0.01,0.0
6516,rice white medium-grain raw enr,360.0,6.61,0.158,0.58,79.34,1.4,0.0,9.0,4.36,35.0,108.0,86.0,1.0,1.16,0.11,1.1,15.1,0.0,0.578,0.048,5.093,0.145,9.0,0.0,0.0,0.11,0.0
6517,rice white medium-grain enr ckd,130.0,2.38,0.057,0.21,28.59,0.3,0.0,3.0,1.49,13.0,37.0,29.0,0.0,0.42,0.038,0.377,7.5,0.0,0.1669999999999999,0.016,1.835,0.05,2.0,0.0,0.0,0.0,0.0
6518,rice white short-grain enr unckd,358.0,6.5,0.14,0.52,79.15,2.8,0.0,3.0,4.23,23.0,95.0,76.0,1.0,1.1,0.21,1.037,15.1,0.0,0.565,0.048,4.113,0.171,6.0,0.0,0.0,0.0,0.0
6519,rice white short-grain enr ckd,130.0,2.36,0.051,0.19,28.73,0.0,0.0,1.0,1.46,8.0,33.0,26.0,0.0,0.4,0.072,0.357,7.5,0.0,0.1639999999999999,0.016,1.493,0.059,2.0,0.0,0.0,0.0,0.0
6520,rice white glutinous unenr unckd,370.0,6.81,0.111,0.55,81.68,2.8,0.0,11.0,1.6,23.0,71.0,77.0,7.0,1.2,0.171,0.974,15.1,0.0,0.18,0.055,2.145,0.107,7.0,0.0,0.0,0.0,0.0
6521,rice white glutinous unenr ckd,97.0,2.02,0.039,0.19,21.09,1.0,0.05,2.0,0.14,5.0,8.0,10.0,5.0,0.41,0.049,0.262,5.6,0.0,0.02,0.013,0.29,0.026,1.0,0.0,0.0,0.04,0.0
6522,rice white stmd chinese restaurant,151.0,3.2,0.0,0.27,33.88,0.9,0.0,5.0,0.39,5.0,33.0,20.0,5.0,0.68,0.048,0.4479999999999999,0.0,0.0,0.016,0.015,0.5660000000000001,0.022,5.0,0.0,0.0,0.0,0.0
6524,rice flr white unenr,366.0,5.95,0.386,1.42,80.13,2.4,0.12,10.0,0.35,35.0,98.0,76.0,0.0,0.8,0.13,1.2,15.1,0.0,0.138,0.021,2.59,0.436,4.0,0.0,0.0,0.11,0.0
6531,tapioca pearl dry,358.0,0.19,0.005,0.02,88.69,0.9,3.35,20.0,1.58,1.0,7.0,11.0,1.0,0.12,0.02,0.11,0.8,0.0,0.004,0.0,0.0,0.008,4.0,0.0,0.0,0.0,0.0
6543,wheat flr white all-purpose enr bleached,364.0,10.33,0.155,0.98,76.31,2.7,0.27,15.0,4.64,22.0,108.0,107.0,2.0,0.7,0.144,0.682,33.9,0.0,0.785,0.494,5.904,0.044,29.0,0.0,0.0,0.06,0.0
6545,wheat flr white bread enr,361.0,11.98,0.244,1.66,72.53,2.4,0.31,15.0,4.41,25.0,97.0,100.0,2.0,0.85,0.182,0.792,39.7,0.0,0.812,0.512,7.553999999999999,0.037,33.0,0.0,0.0,0.4,0.0
6546,wheat flr white cake enr,362.0,8.2,0.127,0.86,78.03,1.7,0.31,14.0,7.32,16.0,85.0,105.0,2.0,0.62,0.139,0.634,4.9,0.0,0.892,0.43,6.79,0.033,47.0,0.0,0.0,0.02,0.0
6550,wild rice cooked,101.0,3.99,0.049,0.34,21.34,1.8,0.73,3.0,0.6,32.0,82.0,101.0,3.0,1.34,0.121,0.282,0.8,0.0,0.052,0.087,1.287,0.135,26.0,0.0,0.0,0.24,0.0
6553,pasta gluten-free corn ckd,126.0,2.63,0.102,0.73,27.91,4.8,0.0,1.0,0.25,36.0,76.0,31.0,0.0,0.63,0.064,0.153,2.8,0.0,0.053,0.023,0.556,0.0579999999999999,6.0,0.0,3.0,0.0,0.0
6555,pasta fresh-refrigerated pln ckd,131.0,5.15,0.15,1.05,24.93,0.0,0.0,6.0,1.14,18.0,63.0,24.0,6.0,0.56,0.093,0.2239999999999999,0.0,0.0,0.209,0.15,0.992,0.034,7.0,0.14,6.0,0.0,0.0
6557,pasta fresh-refrigerated spinach ckd,130.0,5.06,0.217,0.94,25.04,0.0,0.0,18.0,1.11,24.0,57.0,37.0,6.0,0.63,0.08,0.316,0.0,0.0,0.178,0.134,1.011,0.113,18.0,0.14,10.0,0.0,0.0
6558,pasta homemade made wegg ckd,130.0,5.28,0.408,1.74,23.54,0.0,0.0,10.0,1.16,14.0,52.0,21.0,83.0,0.44,0.0559999999999999,0.183,0.0,0.0,0.173,0.174,1.257,0.037,19.0,0.1,17.0,0.0,0.0
6559,pasta homemade made woegg ckd,124.0,4.37,0.14,0.98,25.12,0.0,0.0,6.0,1.13,14.0,40.0,19.0,74.0,0.37,0.06,0.193,0.0,0.0,0.182,0.148,1.3430000000000002,0.0279999999999999,17.0,0.0,0.0,0.0,0.0
6561,macaroni veg enr ckd,128.0,4.53,0.016,0.11,26.61,4.3,1.15,11.0,0.49,19.0,50.0,31.0,6.0,0.44,0.092,0.986,19.8,0.0,0.1119999999999999,0.061,1.071,0.024,6.0,0.0,5.0,0.21,0.0
6563,noodles egg enr ckd,138.0,4.54,0.419,2.07,25.16,1.2,0.4,12.0,1.47,21.0,76.0,38.0,5.0,0.65,0.098,0.315,23.9,0.0,0.289,0.136,2.077,0.046,7.0,0.09,6.0,0.17,0.1
6565,noodles egg spinach enr ckd,132.0,5.04,0.361,1.57,24.25,2.3,0.71,19.0,1.09,24.0,57.0,37.0,12.0,0.63,0.08,0.317,21.8,0.0,0.245,0.123,1.474,0.114,21.0,0.14,10.0,0.55,0.1
6568,noodles japanese soba ckd,99.0,5.06,0.019,0.1,21.44,0.0,0.0,4.0,0.48,9.0,25.0,35.0,60.0,0.12,0.008,0.374,0.0,0.0,0.094,0.026,0.51,0.04,7.0,0.0,0.0,0.0,0.0
6573,pasta ckd enr wo added salt,158.0,5.8,0.176,0.93,30.86,1.8,0.56,7.0,1.28,18.0,58.0,44.0,1.0,0.51,0.1,0.322,26.4,0.0,0.2739999999999999,0.136,1.689,0.049,7.0,0.0,0.0,0.06,0.0
6575,pasta whole-wheat ckd,149.0,5.99,0.243,1.71,30.07,3.9,0.75,13.0,1.72,54.0,127.0,96.0,4.0,1.34,0.225,1.321,36.3,0.0,0.156,0.099,3.1260000000000003,0.093,21.0,0.0,0.0,0.23,0.0
6577,spaghetti spinach cooked,130.0,4.58,0.091,0.63,26.15,0.0,0.0,30.0,1.04,62.0,108.0,58.0,14.0,1.08,0.205,1.504,22.1,0.0,0.0969999999999999,0.103,1.53,0.096,12.0,0.0,8.0,0.0,0.0
6578,wheat flours bread unenr,361.0,11.98,0.244,1.66,72.53,2.4,0.31,15.0,0.9,25.0,97.0,100.0,2.0,0.85,0.182,0.792,39.7,0.0,0.08,0.06,1.0,0.037,33.0,0.0,0.0,0.4,0.0
6583,rice noodles ckd,108.0,1.79,0.023,0.2,24.01,1.0,0.03,4.0,0.14,3.0,20.0,4.0,19.0,0.25,0.038,0.114,4.5,0.0,0.018,0.004,0.072,0.006,1.0,0.0,0.0,0.03,0.0
6585,pasta whl grain 51 whl wheat remaining unenr semolina ckd,159.0,5.82,0.239,1.5,31.51,4.6,0.85,12.0,1.65,45.0,110.0,77.0,6.0,1.12,0.1989999999999999,1.032,34.2,0.0,0.157,0.103,2.887,0.0969999999999999,20.0,0.0,0.0,0.1,0.0
6590,spelt ckd,127.0,5.5,0.0,0.85,26.44,3.9,0.0,10.0,1.67,49.0,150.0,143.0,5.0,1.25,0.215,1.091,4.0,0.0,0.103,0.03,2.57,0.08,13.0,0.0,0.0,0.26,0.0
6592,teff ckd,101.0,3.87,0.0,0.65,19.86,2.8,0.0,49.0,2.05,50.0,120.0,107.0,8.0,1.11,0.226,2.86,0.0,0.0,0.183,0.033,0.909,0.0969999999999999,18.0,0.0,0.0,0.0,0.0
6599,pasta ckd enr w added salt,157.0,5.8,0.176,0.93,30.59,1.8,0.56,7.0,1.28,18.0,58.0,44.0,131.0,0.51,0.1,0.322,26.4,0.0,0.2739999999999999,0.136,1.689,0.049,7.0,0.0,0.0,0.06,0.0
6600,cornmeal degermed enr white,370.0,7.11,0.22,1.75,79.45,3.9,1.61,3.0,4.36,32.0,99.0,142.0,7.0,0.66,0.076,0.174,10.5,0.0,0.551,0.382,4.968,0.182,30.0,0.0,0.0,0.12,0.0
6606,wheat flr white all-purpose enr calcium-fortified,364.0,10.33,0.155,0.98,76.31,2.7,0.0,252.0,4.64,22.0,108.0,107.0,2.0,0.7,0.144,0.682,0.0,0.0,0.785,0.494,5.904,0.044,29.0,0.0,0.0,0.06,0.0
6608,noodles egg unenr ckd wo added salt,138.0,4.54,0.419,2.07,25.16,1.2,0.4,12.0,0.6,21.0,76.0,38.0,5.0,0.65,0.098,0.315,23.9,0.0,0.03,0.02,0.4,0.046,7.0,0.09,6.0,0.17,0.1
6610,pasta ckd unenr wo added salt,158.0,5.8,0.176,0.93,30.86,1.8,0.56,7.0,0.5,18.0,58.0,44.0,1.0,0.51,0.1,0.322,26.4,0.0,0.02,0.02,0.4,0.049,7.0,0.0,0.0,0.06,0.0
6611,cornmeal degermed unenr yel,370.0,7.11,0.22,1.75,79.45,3.9,1.61,3.0,1.1,32.0,99.0,142.0,7.0,0.66,0.076,0.174,10.5,0.0,0.14,0.05,1.0,0.182,30.0,0.0,11.0,0.12,0.0
6612,rice white long-grain reg raw unenr,365.0,7.13,0.18,0.66,79.95,1.3,0.12,28.0,0.8,25.0,115.0,115.0,5.0,1.09,0.22,1.088,15.1,0.0,0.07,0.049,1.6,0.1639999999999999,8.0,0.0,0.0,0.11,0.0
6613,rice white long-grain reg unenr ckd wo salt,130.0,2.69,0.077,0.28,28.17,0.4,0.05,10.0,0.2,12.0,43.0,35.0,1.0,0.49,0.069,0.472,7.5,0.0,0.02,0.013,0.4,0.093,3.0,0.0,0.0,0.04,0.0
6615,rice white long-grain parbld unenr ckd,123.0,2.91,0.074,0.37,26.05,0.9,0.11,19.0,0.24,9.0,55.0,56.0,2.0,0.37,0.07,0.354,9.3,0.0,0.074,0.019,2.309,0.156,3.0,0.0,0.0,0.01,0.0
6616,rice white medium-grain raw unenr,360.0,6.61,0.158,0.58,79.34,0.0,0.0,9.0,0.8,35.0,108.0,86.0,1.0,1.16,0.11,1.1,0.0,0.0,0.07,0.048,1.6,0.145,9.0,0.0,0.0,0.0,0.0
6617,rice white medium-grain ckd unenr,130.0,2.38,0.057,0.21,28.59,0.0,0.0,3.0,0.2,13.0,37.0,29.0,0.0,0.42,0.038,0.377,0.0,0.0,0.02,0.016,0.4,0.05,2.0,0.0,0.0,0.0,0.0
6618,rice white short-grain raw unenr,358.0,6.5,0.14,0.52,79.15,0.0,0.0,3.0,0.8,23.0,95.0,76.0,1.0,1.1,0.21,1.037,0.0,0.0,0.07,0.048,1.6,0.171,6.0,0.0,0.0,0.0,0.0
6619,rice white short-grain ckd unenr,130.0,2.36,0.051,0.19,28.73,0.0,0.0,1.0,0.2,8.0,33.0,26.0,0.0,0.4,0.072,0.357,0.0,0.0,0.02,0.016,0.4,0.059,2.0,0.0,0.0,0.0,0.0
6621,wheat flr white all-purpose unenr,364.0,10.33,0.155,0.98,76.31,2.7,0.27,15.0,1.17,22.0,108.0,107.0,2.0,0.7,0.144,0.682,33.9,0.0,0.12,0.04,1.25,0.044,26.0,0.0,0.0,0.06,0.0
6623,pasta ckd unenr w added salt,157.0,5.8,0.176,0.93,30.59,1.8,0.56,7.0,0.5,18.0,58.0,44.0,131.0,0.51,0.1,0.322,26.4,0.0,0.02,0.02,0.4,0.049,7.0,0.0,0.0,0.06,0.0
6624,cornmeal degermed unenr white,370.0,7.11,0.22,1.75,79.45,3.9,1.61,3.0,1.1,32.0,99.0,142.0,7.0,0.66,0.076,0.174,10.5,0.0,0.14,0.05,1.0,0.182,30.0,0.0,0.0,0.12,0.0
6625,spaghetti protein-fortified ckd enr (n x 625),164.0,8.86,0.032,0.21,30.88,2.0,0.0,10.0,0.72,30.0,50.0,42.0,5.0,0.5,0.084,0.417,25.2,0.0,0.298,0.161,1.837,0.064,11.0,0.0,0.0,0.0,0.0
6627,wheat flr white all-purpose enr unbleached,364.0,10.33,0.155,0.98,76.31,2.7,0.27,15.0,4.64,22.0,108.0,107.0,2.0,0.7,0.144,0.682,33.9,0.0,0.785,0.494,5.904,0.044,29.0,0.0,0.0,0.23,0.0
6629,wheat flr white (industrial) 9 prot bleached enr,367.0,8.89,0.34,1.43,77.32,0.0,0.54,20.0,5.06,20.0,85.0,131.0,2.0,0.94,0.165,0.628,11.4,0.0,0.736,0.445,5.952999999999999,0.037,31.0,0.0,0.0,0.05,0.0
6630,wheat flr white (industrial) 9 prot bleached unenr,367.0,8.89,0.34,1.43,77.32,2.4,0.54,20.0,1.26,20.0,85.0,131.0,2.0,0.94,0.165,0.628,11.4,0.0,0.1939999999999999,0.072,1.198,0.037,31.0,0.0,0.0,0.05,0.0
6631,wheat flr white (industrial) 10 prot bleached enr,366.0,9.71,0.302,1.48,76.22,2.4,0.49,20.0,5.06,25.0,107.0,149.0,2.0,1.02,0.188,0.818,14.6,0.0,0.736,0.445,5.952999999999999,0.037,31.0,0.0,0.0,0.05,0.0
6632,wheat flr white (industrial) 10 prot bleached unenr,366.0,9.71,0.302,1.48,76.22,2.4,0.49,20.0,1.26,25.0,107.0,149.0,2.0,1.02,0.188,0.818,14.6,0.0,0.1939999999999999,0.072,1.198,0.037,31.0,0.0,0.0,0.05,0.0
6633,wheat flr white (industrial) 10 prot unbleached enr,366.0,9.71,0.302,1.48,76.22,2.4,0.49,20.0,5.06,25.0,107.0,149.0,2.0,1.02,0.188,0.818,14.6,0.0,0.736,0.445,5.952999999999999,0.037,31.0,0.0,0.0,0.38,0.0
6634,wheat flr white (industrial) 115 prot bleached enr,363.0,11.5,0.268,1.45,73.81,2.4,1.12,20.0,5.06,30.0,112.0,138.0,2.0,0.84,0.161,0.679,27.5,0.0,0.736,0.445,5.952999999999999,0.032,31.0,0.0,0.0,0.05,0.0
6635,wheat flr white (industrial) 115 prot bleached unenr,363.0,11.5,0.268,1.45,73.81,2.4,1.12,20.0,1.26,30.0,112.0,138.0,2.0,0.84,0.161,0.679,27.5,0.0,0.1939999999999999,0.072,1.198,0.032,31.0,0.0,0.0,0.05,0.0
6636,wheat flr white (industrial) 115 prot unbleached enr,363.0,11.5,0.268,1.45,73.81,2.4,1.12,20.0,5.06,30.0,112.0,138.0,2.0,0.84,0.161,0.679,27.5,0.0,0.736,0.445,5.952999999999999,0.032,31.0,0.0,0.0,0.38,0.0
6637,wheat flr white (industrial) 13 prot bleached enr,362.0,13.07,0.1889999999999999,1.38,72.2,2.4,1.1,24.0,5.06,35.0,119.0,128.0,2.0,1.6,0.187,0.624,26.2,0.0,0.736,0.445,5.952999999999999,0.045,31.0,0.0,0.0,0.05,0.0
6638,wheat flr white (industrial) 13 prot bleached unenr,362.0,13.07,0.1889999999999999,1.38,72.2,2.4,1.1,24.0,1.26,35.0,119.0,128.0,2.0,1.6,0.187,0.624,26.2,0.0,0.1939999999999999,0.072,1.198,0.045,31.0,0.0,0.0,0.05,0.0
6639,wheat flr white (industrial) 15 prot bleached enr,362.0,15.33,0.272,1.41,69.88,2.4,0.92,17.0,5.06,38.0,128.0,120.0,2.0,1.16,0.195,0.569,28.1,0.0,0.736,0.445,5.952999999999999,0.045,31.0,0.0,0.0,0.05,0.0
6640,wheat flr white (industrial) 15 prot bleached unenr,362.0,15.33,0.272,1.41,69.88,2.4,0.92,17.0,1.26,38.0,128.0,120.0,2.0,1.16,0.195,0.569,28.1,0.0,0.1939999999999999,0.072,1.198,0.045,31.0,0.0,0.0,0.05,0.0
6644,sorghum flr refined unenr,357.0,9.53,0.303,1.24,76.85,1.9,0.0,6.0,0.97,31.0,87.0,145.0,1.0,0.47,0.009,0.43,0.0,0.6,0.09,0.005,1.329,0.068,0.0,0.0,0.0,0.0,0.0
6645,rice brown parbld ckd uncle bens,147.0,3.09,0.213,0.85,31.33,1.7,0.15,3.0,0.53,39.0,96.0,61.0,4.0,0.77,0.129,1.14,9.4,0.0,0.0969999999999999,0.07,1.903,0.11,4.0,0.0,0.0,0.0,0.0
6646,pasta whl grain 51 whl wheat remaining enr semolina ckd,156.0,5.67,0.0,1.48,30.87,4.5,0.65,11.0,1.58,41.0,97.0,71.0,4.0,1.02,0.18,0.986,30.7,0.0,0.1969999999999999,0.133,2.657,0.065,20.0,0.0,0.0,0.0,0.0
6648,pasta gluten-free brown rice flr ckd tinkyada,138.0,3.46,0.203,1.67,32.2,1.7,0.0,5.0,0.53,36.0,87.0,25.0,4.0,0.83,0.069,1.227,11.1,0.0,0.095,0.0819999999999999,1.465,0.075,4.0,0.0,0.0,0.0,0.0
